"Landcover_Class","EVT_Nick","EVC_Name","EVH_Name","SumCO2_ha","SumCO2total","Area_Ha","SumCO2_nonsoil","SumCO2_soil","SumCO2_emissions","OID","CO2e_nonsoil","CO2e_soil","N2O_emissions","CH4_emissions"
"Orchard","Orchard","Shrub Cover >= 60 and < 70%","Shrub Height 1.0 to 3.0 meters",103.87,93.48,0.90,56.41,38.84,-1.77,2106,62.68,43.15,-1.97,0.00
"Shrubland","Sonora-Mojave Semi-Desert Chaparral","Shrub Cover >= 60 and < 70%","Shrub Height 1.0 to 3.0 meters",87.60,1403.39,16.02,517.38,886.01,0.00,2037,32.29,55.30,0.00,0.00
"Grassland","Grassland","Shrub Cover >= 60 and < 70%","Shrub Height 1.0 to 3.0 meters",81.04,1130.60,13.95,102.39,1029.04,-0.83,1788,7.34,73.76,-0.06,0.00
"Orchard","Orchard","Shrub Cover >= 60 and < 70%","Shrub Height 1.0 to 3.0 meters",122.95,44.26,0.36,22.56,22.40,-0.70,1779,62.68,62.24,-1.97,0.00
"Grassland","Grassland","Shrub Cover >= 60 and < 70%","Shrub Height 1.0 to 3.0 meters",62.58,343.60,5.49,40.29,303.63,-0.32,1689,7.34,55.30,-0.06,0.00
"Urban","Urban","Shrub Cover >= 60 and < 70%","Shrub Height 1.0 to 3.0 meters",84.66,15.24,0.18,5.28,9.95,0.00,4644,29.36,55.30,0.00,0.00
"Urban","Urban","Shrub Cover >= 60 and < 70%","Shrub Height 1.0 to 3.0 meters",84.66,7.62,0.09,2.64,4.97,0.00,4999,29.36,55.30,0.00,0.00
"Wetland","Wetland","Shrub Cover >= 60 and < 70%","Shrub Height 1.0 to 3.0 meters",84.81,2816.63,33.21,365.64,2574.12,-123.12,4885,11.01,77.51,0.00,-3.70
"Wetland","Wetland","Shrub Cover >= 60 and < 70%","Shrub Height 1.0 to 3.0 meters",62.60,281.74,4.50,49.54,248.88,-16.68,4273,11.01,55.30,0.00,-3.70
"Urban","Urban","Shrub Cover >= 60 and < 70%","Shrub Height 1.0 to 3.0 meters",106.87,9.61,0.09,2.64,6.97,0.00,5633,29.36,77.51,0.00,0.00
"Shrubland","Sonora-Mojave Semi-Desert Chaparral","Shrub Cover >= 60 and < 70%","Shrub Height 1.0 to 3.0 meters",109.80,8370.54,76.23,2461.92,5908.61,0.00,2640,32.29,77.51,0.00,0.00
"Grassland","Grassland","Shrub Cover >= 60 and < 70%","Shrub Height 1.0 to 3.0 meters",62.58,129.55,2.07,15.19,114.48,-0.12,3339,7.34,55.30,-0.06,0.00
"Wetland","Wetland","Shrub Cover >= 60 and < 70%","Shrub Height 1.0 to 3.0 meters",108.11,85356.52,789.48,8692.17,79591.34,-2926.99,4418,11.01,100.81,0.00,-3.70
"Vineyard","Vineyard","Shrub Cover >= 60 and < 70%","Shrub Height 1.0 to 3.0 meters",88.05,7.92,0.09,0.95,7.04,-0.08,5535,10.64,78.31,-0.91,0.00
"Wetland","Wetland","Shrub Cover >= 60 and < 70%","Shrub Height 1.0 to 3.0 meters",62.60,755.06,12.06,132.78,667.00,-44.71,4548,11.01,55.30,0.00,-3.70
"Annual Cropland","Annual Cropland","Shrub Cover >= 60 and < 70%","Shrub Height 1.0 to 3.0 meters",85.77,162.11,1.89,13.87,153.10,-4.85,2534,7.34,81.00,-2.57,0.00
"Wetland","Wetland","Shrub Cover >= 60 and < 70%","Shrub Height 1.0 to 3.0 meters",81.06,1138.21,14.04,154.58,1035.68,-52.05,5392,11.01,73.76,0.00,-3.70
"Grassland","Grassland","Shrub Cover >= 60 and < 70%","Shrub Height 1.0 to 3.0 meters",108.09,9514.51,88.02,646.06,8873.72,-5.28,4419,7.34,100.81,-0.06,0.00
"Vineyard","Vineyard","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",71.57,6.44,0.09,0.95,5.56,-0.08,6834,10.64,61.83,-0.91,0.00
"Irrigated Pasture","Irrigated Pasture","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",45.77,4.11,0.09,0.99,3.34,-0.22,6490,11.01,37.21,-2.45,0.00
"Urban","Urban","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",106.87,9.61,0.09,2.64,6.97,0.00,6088,29.36,77.51,0.00,0.00
"Urban","Developed","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",130.17,23.43,0.18,5.28,18.14,0.00,6927,29.36,100.81,0.00,0.00
"Urban","Developed","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",106.87,9.61,0.09,2.64,6.97,0.00,6758,29.36,77.51,0.00,0.00
"Orchard","Orchard","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",122.55,485.31,3.96,248.22,244.88,-7.80,436,62.68,61.83,-1.97,0.00
"Shrubland","Sonora-Mojave Semi-Desert Chaparral","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",87.60,3161.58,36.09,1165.56,1996.02,0.00,1482,32.29,55.30,0.00,0.00
"Shrubland","Sonora-Mojave Semi-Desert Chaparral","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",133.11,934.43,7.02,226.71,707.72,0.00,1431,32.29,100.81,0.00,0.00
"Orchard","Orchard","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",139.03,225.23,1.62,101.54,126.87,-3.19,1069,62.68,78.31,-1.97,0.00
"Orchard","Orchard","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",122.95,154.92,1.26,78.98,78.42,-2.48,1564,62.68,62.24,-1.97,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",69.71,25.09,0.36,2.64,23.38,-0.92,2172,7.34,64.94,-2.57,0.00
"Orchard","Orchard","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",103.87,345.89,3.33,208.73,143.72,-6.56,1937,62.68,43.15,-1.97,0.00
"Wetland","Wetland","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",62.60,2096.16,33.48,368.61,1851.67,-124.12,2096,11.01,55.30,0.00,-3.70
"Irrigated Pasture","Irrigated Pasture","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",62.65,124.05,1.98,21.79,107.10,-4.85,905,11.01,54.09,-2.45,0.00
"Shrubland","Sonora-Mojave Semi-Desert Chaparral","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",106.06,1135.93,10.71,345.89,790.04,0.00,900,32.29,73.76,0.00,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",50.65,437.65,8.64,63.41,396.43,-22.20,1931,7.34,45.88,-2.57,0.00
"Shrubland","Sonora-Mojave Semi-Desert Chaparral","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",109.80,7362.51,67.05,2165.44,5197.07,0.00,551,32.29,77.51,0.00,0.00
"Grassland","Grassland","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",62.58,2258.76,36.09,264.90,1996.02,-2.16,1735,7.34,55.30,-0.06,0.00
"Grassland","Grassland","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",84.79,28746.48,339.03,2488.48,26278.35,-20.34,210,7.34,77.51,-0.06,0.00
"Urban","Urban","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",84.66,7.62,0.09,2.64,4.97,0.00,5003,29.36,55.30,0.00,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",69.31,137.24,1.98,14.53,127.80,-5.08,4836,7.34,64.54,-2.57,0.00
"Orchard","Orchard","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",103.87,65.43,0.63,39.49,27.19,-1.24,2493,62.68,43.15,-1.97,0.00
"Grassland","Grassland","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",81.04,1407.78,17.37,127.49,1281.33,-1.04,2489,7.34,73.76,-0.06,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",85.77,270.19,3.15,23.12,255.17,-8.09,4770,7.34,81.00,-2.57,0.00
"Urban","Urban","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",84.66,7.62,0.09,2.64,4.97,0.00,4728,29.36,55.30,0.00,0.00
"Urban","Developed","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",84.66,7.62,0.09,2.64,4.97,0.00,5117,29.36,55.30,0.00,0.00
"Grassland","Grassland","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",62.58,394.29,6.30,46.24,348.43,-0.37,2803,7.34,55.30,-0.06,0.00
"Wetland","Wetland","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",62.60,343.72,5.49,60.44,303.63,-20.35,4994,11.01,55.30,0.00,-3.70
"Grassland","Grassland","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",108.09,42328.88,391.59,2874.27,39478.10,-23.49,4417,7.34,100.81,-0.06,0.00
"Urban","Urban","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",84.66,7.62,0.09,2.64,4.97,0.00,4983,29.36,55.30,0.00,0.00
"Wetland","Wetland","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",81.06,1955.39,24.12,265.56,1779.26,-89.42,4643,11.01,73.76,0.00,-3.70
"Annual Cropland","Annual Cropland","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",50.65,9.11,0.18,1.32,8.25,-0.46,5517,7.34,45.88,-2.57,0.00
"Shrubland","Sonora-Mojave Semi-Desert Chaparral","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",87.60,3161.58,36.09,1165.56,1996.02,0.00,2899,32.29,55.30,0.00,0.00
"Wetland","Wetland","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",84.81,5076.05,59.85,658.94,4638.99,-221.89,4421,11.01,77.51,0.00,-3.70
"Wetland","Wetland","Shrub Cover >= 50 and < 60%","Shrub Height 1.0 to 3.0 meters",108.11,78428.36,725.40,7986.65,73131.12,-2689.42,4286,11.01,100.81,0.00,-3.70
"Grassland","Grassland","Shrub Cover >= 60 and < 70%","Shrub Height > 3.0 meters",81.04,7.29,0.09,0.66,6.63,-5.39999987930059e-03,7386,7.34,73.76,-0.06,0.00
"Wetland","Wetland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",84.81,45.79,0.54,5.94,41.85,-2.00,6692,11.01,77.51,0.00,-3.70
"Grassland","Grassland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",81.04,21.88,0.27,1.98,19.91,-0.01,5675,7.34,73.76,-0.06,0.00
"Urban","Urban","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",103.12,9.28,0.09,2.64,6.63,0.00,5780,29.36,73.76,0.00,0.00
"Irrigated Pasture","Irrigated Pasture","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",52.52,14.18,0.27,2.97,11.87,-0.66,5680,11.01,43.96,-2.45,0.00
"Urban","Urban","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",103.12,18.56,0.18,5.28,13.27,0.00,5718,29.36,73.76,0.00,0.00
"Urban","Urban","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",103.12,18.56,0.18,5.28,13.27,0.00,5719,29.36,73.76,0.00,0.00
"Orchard","Orchard","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",139.03,325.33,2.34,146.67,183.26,-4.60,1654,62.68,78.31,-1.97,0.00
"Wetland","Wetland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",62.60,247.93,3.96,43.59,219.01,-14.68,3448,11.01,55.30,0.00,-3.70
"Grassland","Grassland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",62.58,16.89,0.27,1.98,14.93,-0.01,3592,7.34,55.30,-0.06,0.00
"Shrubland","Western Warm Temperate Developed Ruderal Shrubland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",55.30,179.19,3.24,0.00,179.19,0.00,3408,0.00,55.30,0.00,0.00
"Wetland","Wetland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",62.60,152.14,2.43,26.75,134.39,-9.00,3459,11.01,55.30,0.00,-3.70
"Orchard","Orchard","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",103.87,140.22,1.35,84.62,58.26,-2.65,2173,62.68,43.15,-1.97,0.00
"Orchard","Orchard","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",122.55,904.44,7.38,462.60,456.37,-14.53,1184,62.68,61.83,-1.97,0.00
"Wetland","Wetland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",81.06,21.88,0.27,2.97,19.91,-1.00,3437,11.01,73.76,0.00,-3.70
"Shrubland","Western Warm Temperate Developed Ruderal Shrubland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",100.81,163.32,1.62,0.00,163.32,0.00,2304,0.00,100.81,0.00,0.00
"Orchard","Orchard","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",122.95,232.38,1.89,118.47,117.63,-3.72,2704,62.68,62.24,-1.97,0.00
"Vineyard","Vineyard","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",52.89,99.96,1.89,20.11,81.57,-1.71,3273,10.64,43.15,-0.91,0.00
"Irrigated Pasture","Irrigated Pasture","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",45.77,20.59,0.45,4.95,16.74,-1.10,5198,11.01,37.21,-2.45,0.00
"Wetland","Wetland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",108.11,1041.17,9.63,106.02,970.84,-35.70,3949,11.01,100.81,0.00,-3.70
"Shrubland","Western Warm Temperate Developed Ruderal Shrubland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",55.30,204.08,3.69,0.00,204.08,0.00,2469,0.00,55.30,0.00,0.00
"Shrubland","Western Warm Temperate Developed Ruderal Shrubland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",77.51,62.78,0.81,0.00,62.78,0.00,4416,0.00,77.51,0.00,0.00
"Vineyard","Vineyard","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",88.05,142.64,1.62,17.24,126.87,-1.47,2467,10.64,78.31,-0.91,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",50.65,22.79,0.45,3.30,20.64,-1.15,4323,7.34,45.88,-2.57,0.00
"Grassland","Grassland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",108.09,126.47,1.17,8.58,117.95,-0.07,2468,7.34,100.81,-0.06,0.00
"Orchard","Orchard","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",103.87,430.03,4.14,259.51,178.67,-8.15,2553,62.68,43.15,-1.97,0.00
"Irrigated Pasture","Irrigated Pasture","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",45.77,8.23,0.18,1.98,6.69,-0.44,4223,11.01,37.21,-2.45,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",50.65,177.79,3.51,25.76,161.05,-9.02,2552,7.34,45.88,-2.57,0.00
"Vineyard","Vineyard","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",71.97,12.95,0.18,1.91,11.20,-0.16,3367,10.64,62.24,-0.91,0.00
"Grassland","Grassland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",62.58,5.63,0.09,0.66,4.97,-5.39999987930059e-03,3332,7.34,55.30,-0.06,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",69.71,75.29,1.08,7.92,70.14,-2.77,2400,7.34,64.94,-2.57,0.00
"Irrigated Pasture","Irrigated Pasture","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",62.65,39.47,0.63,6.93,34.08,-1.54,4893,11.01,54.09,-2.45,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",85.77,146.67,1.71,12.55,138.52,-4.39,2409,7.34,81.00,-2.57,0.00
"Vineyard","Vineyard","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",52.89,85.68,1.62,17.24,69.91,-1.47,3156,10.64,43.15,-0.91,0.00
"Irrigated Pasture","Irrigated Pasture","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",76.63,68.97,0.90,9.90,61.27,-2.20,3819,11.01,68.07,-2.45,0.00
"Grassland","Grassland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",84.79,160.25,1.89,13.87,146.49,-0.11,2778,7.34,77.51,-0.06,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",69.31,218.34,3.15,23.12,203.31,-8.09,2344,7.34,64.54,-2.57,0.00
"Shrubland","Western Warm Temperate Developed Ruderal Shrubland","Shrub Cover >= 50 and < 60%","Shrub Height > 3.0 meters",73.76,99.58,1.35,0.00,99.58,0.00,2600,0.00,73.76,0.00,0.00
"Shrubland","Inter-Mountain Basins Montane Riparian Shrubland","Shrub Cover >= 80 and < 90%","Shrub Height > 3.0 meters",290.78,209.36,0.72,169.54,39.82,0.00,2329,235.47,55.30,0.00,0.00
"Orchard","Orchard","Shrub Cover >= 80 and < 90%","Shrub Height > 3.0 meters",103.87,9.34,0.09,5.64,3.88,-0.17,2367,62.68,43.15,-1.97,0.00
"Shrubland","Inter-Mountain Basins Montane Riparian Shrubland","Shrub Cover >= 80 and < 90%","Shrub Height > 3.0 meters",309.24,27.83,0.09,21.19,6.63,0.00,2341,235.47,73.76,0.00,0.00
"Shrubland","Sonora-Mojave Semi-Desert Chaparral","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",109.80,365.65,3.33,107.54,258.10,0.00,6764,32.29,77.51,0.00,0.00
"Shrubland","Sonora-Mojave Semi-Desert Chaparral","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",87.60,70.95,0.81,26.15,44.79,0.00,5982,32.29,55.30,0.00,0.00
"Shrubland","Sonora-Mojave Semi-Desert Chaparral","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",87.60,315.37,3.60,116.26,199.10,0.00,7001,32.29,55.30,0.00,0.00
"Grassland","Grassland","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",62.58,16.89,0.27,1.98,14.93,-0.01,5967,7.34,55.30,-0.06,0.00
"Shrubland","Sonora-Mojave Semi-Desert Chaparral","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",133.11,119.79,0.90,29.06,90.73,0.00,6854,32.29,100.81,0.00,0.00
"Wetland","Wetland","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",62.60,411.34,6.57,72.33,363.36,-24.35,5976,11.01,55.30,0.00,-3.70
"Grassland","Grassland","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",62.58,214.04,3.42,25.10,189.14,-0.20,5984,7.34,55.30,-0.06,0.00
"Wetland","Wetland","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",84.81,2969.29,35.01,385.46,2713.63,-129.79,5916,11.01,77.51,0.00,-3.70
"Urban","Developed","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",130.17,117.15,0.90,26.42,90.73,0.00,7237,29.36,100.81,0.00,0.00
"Wetland","Wetland","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",108.11,160281.88,1482.48,16322.10,149456.07,-5496.29,4107,11.01,100.81,0.00,-3.70
"Grassland","Grassland","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",84.79,404.45,4.77,35.01,369.72,-0.28,943,7.34,77.51,-0.06,0.00
"Wetland","Wetland","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",81.06,277.25,3.42,37.65,252.28,-12.67,4075,11.01,73.76,0.00,-3.70
"Orchard","Orchard","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",139.03,175.17,1.26,78.98,98.68,-2.48,4153,62.68,78.31,-1.97,0.00
"Orchard","Orchard","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",122.55,11.02,0.09,5.64,5.56,-0.17,1178,62.68,61.83,-1.97,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",50.65,27.35,0.54,3.96,24.77,-1.38,5072,7.34,45.88,-2.57,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",69.71,6.27,0.09,0.66,5.84,-0.23,4808,7.34,64.94,-2.57,0.00
"Grassland","Grassland","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",81.04,58.35,0.72,5.28,53.11,-0.04,2584,7.34,73.76,-0.06,0.00
"Shrubland","Sonora-Mojave Semi-Desert Chaparral","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",106.06,38.18,0.36,11.62,26.55,0.00,2619,32.29,73.76,0.00,0.00
"Orchard","Orchard","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",103.87,9.34,0.09,5.64,3.88,-0.17,5101,62.68,43.15,-1.97,0.00
"Orchard","Orchard","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",122.95,11.06,0.09,5.64,5.60,-0.17,5062,62.68,62.24,-1.97,0.00
"Grassland","Grassland","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",108.09,3054.76,28.26,207.42,2849.02,-1.69,4564,7.34,100.81,-0.06,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",85.77,38.59,0.45,3.30,36.45,-1.15,5528,7.34,81.00,-2.57,0.00
"Wetland","Wetland","Shrub Cover >= 70 and < 80%","Shrub Height 1.0 to 3.0 meters",62.60,185.94,2.97,32.69,164.26,-11.01,3694,11.01,55.30,0.00,-3.70
"Wetland","Wetland","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",62.60,45.07,0.72,7.92,39.82,-2.66,5974,11.01,55.30,0.00,-3.70
"Wetland","Wetland","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",84.81,22.89,0.27,2.97,20.92,-1.00,6664,11.01,77.51,0.00,-3.70
"Annual Cropland","Annual Cropland","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",85.77,15.43,0.18,1.32,14.58,-0.46,6976,7.34,81.00,-2.57,0.00
"Grassland","Grassland","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",62.58,22.53,0.36,2.64,19.91,-0.02,6073,7.34,55.30,-0.06,0.00
"Orchard","Orchard","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",139.03,12.51,0.09,5.64,7.04,-0.17,6897,62.68,78.31,-1.97,0.00
"Wetland","Wetland","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",62.60,78.88,1.26,13.87,69.68,-4.67,6030,11.01,55.30,0.00,-3.70
"Wetland","Wetland","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",81.06,21.88,0.27,2.97,19.91,-1.00,5847,11.01,73.76,0.00,-3.70
"Grassland","Grassland","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",84.79,15.26,0.18,1.32,13.95,-0.01,6599,7.34,77.51,-0.06,0.00
"Shrubland","Sonora-Mojave Semi-Desert Chaparral","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",109.80,296.47,2.70,87.19,209.27,0.00,4480,32.29,77.51,0.00,0.00
"Wetland","Wetland","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",108.11,758.98,7.02,77.29,707.72,-26.02,5075,11.01,100.81,0.00,-3.70
"Orchard","Orchard","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",103.87,18.69,0.18,11.28,7.76,-0.35,4617,62.68,43.15,-1.97,0.00
"Shrubland","Sonora-Mojave Semi-Desert Chaparral","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",87.60,31.53,0.36,11.62,19.91,0.00,2373,32.29,55.30,0.00,0.00
"Shrubland","Sonora-Mojave Semi-Desert Chaparral","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",87.60,165.56,1.89,61.03,104.53,0.00,2396,32.29,55.30,0.00,0.00
"Urban","Urban","Tree Cover >= 30 and < 40%","Forest Height 0 to 5 meters",103.12,9.28,0.09,2.64,6.63,0.00,5697,29.36,73.76,0.00,0.00
"Urban","Urban","Tree Cover >= 30 and < 40%","Forest Height 0 to 5 meters",84.66,7.62,0.09,2.64,4.97,0.00,5727,29.36,55.30,0.00,0.00
"Wetland","Wetland","Tree Cover >= 30 and < 40%","Forest Height 0 to 5 meters",84.81,198.46,2.34,25.76,181.37,-8.67,6510,11.01,77.51,0.00,-3.70
"Orchard","Orchard","Tree Cover >= 30 and < 40%","Forest Height 0 to 5 meters",122.95,33.19,0.27,16.92,16.80,-0.53,1804,62.68,62.24,-1.97,0.00
"Forest","California Central Valley Riparian Forest and Woodland","Tree Cover >= 30 and < 40%","Forest Height 0 to 5 meters",447.86,2579.72,5.76,2154.82,424.89,0.00,1787,374.10,73.76,0.00,0.00
"Grassland","Grassland","Tree Cover >= 30 and < 40%","Forest Height 0 to 5 meters",81.04,43.76,0.54,3.96,39.83,-0.03,1786,7.34,73.76,-0.06,0.00
"Orchard","Orchard","Tree Cover >= 30 and < 40%","Forest Height 0 to 5 meters",122.55,88.23,0.72,45.13,44.52,-1.41,839,62.68,61.83,-1.97,0.00
"Orchard","Orchard","Tree Cover >= 30 and < 40%","Forest Height 0 to 5 meters",139.03,112.61,0.81,50.77,63.43,-1.59,2270,62.68,78.31,-1.97,0.00
"Forest","California Central Valley Riparian Forest and Woodland","Tree Cover >= 30 and < 40%","Forest Height 0 to 5 meters",429.40,5333.25,12.42,4646.34,686.91,0.00,1889,374.10,55.30,0.00,0.00
"Grassland","Grassland","Tree Cover >= 30 and < 40%","Forest Height 0 to 5 meters",62.58,90.12,1.44,10.56,79.64,-0.08,3526,7.34,55.30,-0.06,0.00
"Vineyard","Vineyard","Tree Cover >= 30 and < 40%","Forest Height 0 to 5 meters",52.89,4.76,0.09,0.95,3.88,-0.08,3541,10.64,43.15,-0.91,0.00
"Forest","California Central Valley Riparian Forest and Woodland","Tree Cover >= 30 and < 40%","Forest Height 0 to 5 meters",429.40,1584.51,3.69,1380.43,204.08,0.00,1820,374.10,55.30,0.00,0.00
"Grassland","Grassland","Tree Cover >= 30 and < 40%","Forest Height 0 to 5 meters",62.58,50.69,0.81,5.94,44.79,-0.04,2175,7.34,55.30,-0.06,0.00
